ccode1,abbrev1,ccode2,abbrev2,dipcon1970,dipcon1975,dipcon1980,dipcon1985,dipcon1990,dipcon1995,dipcon2000,dipcon2005,dipcon2010
212,LUX,520,SOM,0,0,0,0,0,0,0,0,0
212,LUX,522,DJI,,,0,0,0,0,0,0,0
212,LUX,530,ETH,0,0,0,0,0,0,0,0,0
212,LUX,531,ERI,,,,,,0,0,0,0
212,LUX,540,ANG,,0,0,0,0,0,0,0,0
212,LUX,541,MZM,,0,0,0,0,0,0,0,0
212,LUX,551,ZAM,0,0,0,0,0,0,0,0,0
212,LUX,552,ZIM,,0,0,0,0,0,0,0,0
212,LUX,553,MAW,0,0,0,0,0,0,0,0,0
212,LUX,560,SAF,0,0,0,0,0,0,0,0,0
212,LUX,565,NAM,,,,0,0,0,0,0,0
212,LUX,570,LES,0,0,0,0,0,0,0,0,0
212,LUX,571,BOT,0,0,0,0,0,0,0,0,0
212,LUX,572,SWA,0,0,0,0,0,0,0,0,0
212,LUX,580,MAG,0,0,0,0,0,0,0,0,0
212,LUX,581,COM,,0,0,0,0,0,0,0,0
212,LUX,590,MAS,0,0,0,0,0,0,0,0,0
212,LUX,591,SEY,,,0,0,0,0,0,0,0
212,LUX,600,MOR,0,0,0,0,0,0,0,0,0
212,LUX,615,ALG,0,0,0,0,0,0,0,0,0
212,LUX,616,TUN,0,0,0,0,0,0,0,0,0
212,LUX,620,LIB,0,0,0,0,0,0,0,0,0
212,LUX,625,SUD,0,0,0,0,0,0,0,0,0
212,LUX,630,IRN,0,0,0,0,0,0,0,0,0
212,LUX,640,TUR,0,0,0,0,0,0,0,0,0
212,LUX,645,IRQ,0,0,0,0,0,0,0,0,0
212,LUX,651,EGY,0,0,0,0,0,0,0,0,0
212,LUX,652,SYR,0,0,0,0,0,0,0,0,0
212,LUX,660,LEB,0,0,0,0,0,0,0,0,0
212,LUX,663,JOR,0,0,0,0,0,0,0,0,0
212,LUX,666,ISR,0,0,0,0,0,0,0,0,0
212,LUX,670,SAU,0,0,0,0,0,0,0,0,0
212,LUX,678,YAR,0,0,0,0,0,,,,
212,LUX,679,YEM,,,,,,0,0,0,0
212,LUX,680,YPR,0,0,0,0,0,,,,
212,LUX,690,KUW,0,0,0,0,0,0,0,0,0
212,LUX,692,BAH,,0,0,0,0,0,0,0,0
212,LUX,694,QAT,,0,0,0,0,0,0,0,0
212,LUX,696,UAE,,0,0,0,0,0,0,0,0
212,LUX,698,OMA,,0,0,0,0,0,0,0,0
212,LUX,700,AFG,0,0,0,0,0,0,0,0,0
212,LUX,701,TKM,,,,,,0,0,0,0
212,LUX,702,TAJ,,,,,,0,0,0,0
212,LUX,703,KYR,,,,,,0,0,0,0
212,LUX,704,UZB,,,,,,0,0,0,0
212,LUX,705,KZK,,,,,,0,0,0,0
212,LUX,710,CHN,0,0,0,1,1,1,1,1,1
212,LUX,712,MON,0,0,0,0,0,0,0,0,0
212,LUX,713,TAW,0,0,0,0,0,0,0,0,0
212,LUX,731,PRK,0,0,0,0,0,0,0,0,0
212,LUX,732,ROK,0,0,0,0,0,0,0,0,0
212,LUX,740,JPN,0,0,0,0,1,1,1,1,1
212,LUX,750,IND,0,0,0,0,0,0,0,1,1
212,LUX,760,BHU,0,0,0,0,0,0,0,0,0
212,LUX,770,PAK,0,0,0,0,0,0,0,0,0
212,LUX,771,BNG,,0,0,0,0,0,0,0,0
212,LUX,775,MYA,0,0,0,0,0,0,0,0,0
212,LUX,780,SRI,0,0,0,0,0,0,0,0,0
212,LUX,781,MAD,0,0,0,0,0,0,0,0,0
212,LUX,790,NEP,0,0,0,0,0,0,0,0,0
212,LUX,800,THI,0,0,0,0,0,0,0,0,1
212,LUX,811,CAM,0,0,0,0,0,0,0,0,0
212,LUX,812,LAO,0,0,0,0,0,0,0,0,0
212,LUX,816,DRV,0,,0,0,0,0,0,0,0
212,LUX,817,RVN,0,,,,,,,,
212,LUX,820,MAL,0,0,0,0,0,1,1,0,1
212,LUX,830,SIN,0,0,0,0,0,0,0,0,0
212,LUX,835,BRU,,,0,0,0,0,0,0,0
212,LUX,840,PHI,0,0,0,0,0,0,0,0,0
212,LUX,850,INS,0,0,0,0,0,0,0,0,0
212,LUX,860,ETM,,,,,,,,0,0
212,LUX,900,AUL,0,0,0,0,0,0,0,0,0
212,LUX,910,PNG,,0,0,0,0,0,0,0,0
212,LUX,920,NEW,0,0,0,0,0,0,0,0,0
212,LUX,935,VAN,,,,0,0,0,0,0,0
212,LUX,940,SOL,,,0,0,0,0,0,0,0
212,LUX,946,KIR,,,,,,0,0,0,0
212,LUX,947,TUV,,,,,,0,0,0,0
212,LUX,950,FIJ,,0,0,0,0,0,0,0,0
212,LUX,955,TON,,,,,,0,0,0,0
212,LUX,970,NAU,,,,,,0,0,0,0
212,LUX,983,MSI,,,,,0,0,0,0,0
212,LUX,986,PAL,,,,,,0,0,0,0
212,LUX,987,FSM,,,,,0,0,0,0,0
212,LUX,990,WSM,0,0,0,0,0,0,0,0,0
220,FRN,2,USA,1,1,1,1,1,1,1,1,1
220,FRN,20,CAN,1,1,1,1,1,1,1,1,1
220,FRN,31,BHM,,0,0,0,0,0,0,0,0
220,FRN,40,CUB,1,1,1,1,1,1,1,1,1
220,FRN,41,HAI,0,1,1,1,1,1,1,1,1
220,FRN,42,DOM,1,1,1,1,1,1,1,1,1
220,FRN,51,JAM,1,1,1,1,1,1,1,1,1
220,FRN,52,TRI,1,1,1,1,1,1,1,1,1
220,FRN,53,BAR,1,0,0,0,0,0,0,0,0
220,FRN,54,DMA,,,0,0,0,0,0,0,0
220,FRN,55,GRN,,0,0,0,0,0,0,0,0
220,FRN,56,SLU,,,0,1,1,1,1,1,1
220,FRN,57,SVG,,,0,0,0,0,0,0,0
220,FRN,58,AAB,,,,0,0,0,0,0,0
220,FRN,60,SKN,,,,0,0,0,0,0,0
220,FRN,70,MEX,1,1,1,1,1,0,0,1,1
220,FRN,80,BLZ,,,,1,0,0,0,0,0
220,FRN,90,GUA,1,1,1,1,1,1,1,1,1
220,FRN,91,HON,1,1,1,1,1,1,1,1,1
220,FRN,92,SAL,0,1,0,0,1,1,1,1,1
220,FRN,93,NIC,1,1,1,1,1,1,1,1,1
220,FRN,94,COS,1,1,1,1,1,1,1,1,1
220,FRN,95,PAN,1,1,1,1,1,1,1,1,1
220,FRN,100,COL,1,1,1,1,1,1,1,1,1
220,FRN,101,VEN,1,1,1,1,1,1,1,1,1
220,FRN,110,GUY,0,0,0,0,0,0,0,0,0
220,FRN,115,SUR,,,1,0,0,1,1,1,1
220,FRN,130,ECU,1,1,1,1,1,1,1,1,1
220,FRN,135,PER,1,0,1,1,1,1,1,1,1
220,FRN,140,BRA,1,1,1,1,1,1,1,1,1
220,FRN,145,BOL,1,1,1,1,1,1,1,1,1
220,FRN,150,PAR,0,1,1,1,1,1,1,1,1
220,FRN,155,CHL,1,1,1,1,1,1,1,1,1
220,FRN,160,ARG,1,1,1,1,1,1,1,1,1
220,FRN,165,URU,1,1,1,1,1,1,1,1,1
220,FRN,200,UKG,1,1,1,1,1,1,1,1,1
220,FRN,205,IRE,1,1,1,1,1,1,1,1,1
220,FRN,210,NTH,1,1,1,1,1,1,1,1,1
220,FRN,211,BEL,1,1,1,1,1,1,1,1,1
220,FRN,212,LUX,1,1,1,1,1,1,1,1,1
220,FRN,225,SWZ,1,1,1,1,1,1,1,1,1
220,FRN,230,SPN,1,1,1,1,1,1,1,1,1
220,FRN,235,POR,1,1,1,1,1,1,1,1,1
220,FRN,255,GMY,,,,,,1,1,1,1
220,FRN,260,GFR,1,1,1,1,1,,,,
220,FRN,265,GDR,0,1,1,1,1,,,,
220,FRN,290,POL,1,1,1,0,1,1,1,1,1
220,FRN,305,AUS,1,1,1,1,1,1,1,1,1
220,FRN,310,HUN,1,1,1,1,1,1,1,1,1
220,FRN,315,CZE,1,1,1,1,1,,,,
220,FRN,316,CZR,,,,,,1,1,1,1
220,FRN,317,SLO,,,,,,1,1,1,1
220,FRN,325,ITA,1,1,1,1,1,1,1,1,1
220,FRN,338,MLT,0,1,1,1,1,1,1,1,0
220,FRN,339,ALB,1,1,1,1,0,1,1,1,1
220,FRN,341,MNG,,,,,,,,,1
220,FRN,343,MAC,,,,,,1,1,1,1
220,FRN,344,CRO,,,,,,1,1,1,1
220,FRN,345,YUG,1,1,1,1,1,1,1,1,1
220,FRN,346,BOS,,,,,,1,1,1,1
220,FRN,347,KOS,,,,,,,,,1
220,FRN,349,SLV,,,,,,1,1,1,1
220,FRN,350,GRC,1,1,1,1,1,1,1,1,1
220,FRN,352,CYP,1,1,1,1,1,1,1,1,1
220,FRN,355,BUL,1,1,1,1,1,1,1,1,1
220,FRN,359,MLD,,,,,,1,1,1,1
220,FRN,360,ROM,1,1,1,1,1,1,1,1,1
220,FRN,365,RUS,1,1,1,1,1,1,1,1,1
220,FRN,366,EST,,,,,,1,1,1,1
220,FRN,367,LAT,,,,,,1,1,1,1
220,FRN,368,LIT,,,,,,1,1,1,1
220,FRN,369,UKR,,,,,,1,1,1,1
220,FRN,370,BLR,,,,,,1,1,1,1
220,FRN,371,ARM,,,,,,1,1,1,1
220,FRN,372,GRG,,,,,,1,1,1,1
220,FRN,373,AZE,,,,,,1,1,1,1
220,FRN,375,FIN,1,1,1,1,1,1,1,1,1
220,FRN,380,SWD,1,1,1,1,1,1,1,1,1
220,FRN,385,NOR,1,1,1,1,1,1,1,1,1
220,FRN,390,DEN,1,1,1,1,1,1,1,1,1
220,FRN,395,ICE,1,1,1,1,1,1,1,1,1
220,FRN,402,CAP,,,0,1,1,1,1,1,1
220,FRN,403,STP,,,0,0,0,0,0,0,0
220,FRN,404,GNB,,0,0,1,1,1,1,1,1
220,FRN,411,EQG,1,1,1,1,1,1,1,1,1
220,FRN,420,GAM,0,0,0,0,0,0,0,0,0
220,FRN,432,MLI,1,1,1,1,1,1,1,1,1
220,FRN,433,SEN,1,1,1,1,1,1,1,1,1
220,FRN,434,BEN,1,1,1,1,1,1,1,1,1
220,FRN,435,MAA,1,1,1,1,1,1,1,1,1
220,FRN,436,NIR,1,1,1,1,1,1,1,1,1
220,FRN,437,CDI,1,1,1,1,1,1,1,1,1
220,FRN,438,GUI,0,0,1,1,0,1,1,1,1
220,FRN,439,BFO,1,1,1,1,1,1,1,1,1
220,FRN,450,LBR,0,1,1,1,1,0,0,0,1
220,FRN,451,SIE,1,1,1,1,1,0,0,0,0
220,FRN,452,GHA,1,1,1,1,1,1,1,1,1
220,FRN,461,TOG,1,1,1,1,1,1,1,1,1
220,FRN,471,CAO,1,1,1,1,1,1,1,1,1
220,FRN,475,NIG,1,1,1,1,1,1,1,1,1
220,FRN,481,GAB,1,1,1,1,1,1,1,1,1
220,FRN,482,CEN,1,1,0,1,1,1,1,1,1
220,FRN,483,CHA,1,1,1,1,1,1,1,1,1
220,FRN,484,CON,1,1,1,1,1,1,1,1,1
220,FRN,490,DRC,1,1,1,1,1,1,1,1,1
220,FRN,500,UGA,1,1,1,1,1,1,1,1,1
220,FRN,501,KEN,0,1,1,1,1,1,1,1,1
220,FRN,510,TAZ,1,1,1,1,1,1,1,1,1
220,FRN,516,BUI,1,1,1,1,1,1,1,1,1
220,FRN,517,RWA,1,1,1,1,1,1,1,1,1
220,FRN,520,SOM,1,1,1,1,1,0,0,0,0
220,FRN,522,DJI,,,1,1,1,1,1,1,1
220,FRN,530,ETH,1,1,1,1,1,1,1,1,1
220,FRN,531,ERI,,,,,,1,1,1,1
220,FRN,540,ANG,,0,1,1,1,1,1,1,1
220,FRN,541,MZM,,0,1,1,1,0,0,1,1
220,FRN,551,ZAM,1,1,1,1,1,1,1,1,1
220,FRN,552,ZIM,,0,0,1,1,1,1,1,1
220,FRN,553,MAW,1,1,1,1,1,0,0,0,0
220,FRN,560,SAF,1,1,1,1,1,1,1,1,1
220,FRN,565,NAM,,,,0,0,1,1,1,1
220,FRN,570,LES,0,0,0,0,0,0,0,0,0
220,FRN,571,BOT,0,0,0,0,1,0,0,1,1
220,FRN,572,SWA,0,0,0,0,0,0,0,0,0
220,FRN,580,MAG,1,1,1,1,1,1,1,1,1
220,FRN,581,COM,,0,1,1,1,1,1,0,1
220,FRN,590,MAS,1,1,1,1,1,1,1,1,1
220,FRN,591,SEY,,,1,1,1,1,1,1,1
220,FRN,600,MOR,1,1,1,1,1,1,1,1,1
220,FRN,615,ALG,1,1,1,1,1,1,1,0,1
220,FRN,616,TUN,1,1,1,1,1,1,1,1,1
220,FRN,620,LIB,1,1,1,1,1,1,1,1,1
220,FRN,625,SUD,1,1,1,1,1,1,1,1,1
220,FRN,630,IRN,1,1,1,0,1,1,1,1,1
220,FRN,640,TUR,1,1,1,1,1,1,1,1,1
220,FRN,645,IRQ,1,1,0,1,1,0,0,1,1
220,FRN,651,EGY,1,1,1,1,1,1,1,1,1
220,FRN,652,SYR,1,1,1,1,1,1,1,1,0
220,FRN,660,LEB,1,1,1,1,1,1,1,1,1
220,FRN,663,JOR,0,1,1,1,1,1,1,1,1
220,FRN,666,ISR,1,1,1,1,1,1,1,1,1
220,FRN,670,SAU,1,1,1,1,1,1,1,1,1
220,FRN,678,YAR,0,1,1,1,1,,,,
220,FRN,679,YEM,,,,,,1,1,1,1
220,FRN,680,YPR,1,1,1,1,1,,,,
220,FRN,690,KUW,1,1,1,1,1,1,1,1,1
220,FRN,692,BAH,,1,1,1,1,1,1,1,1
220,FRN,694,QAT,,1,1,1,1,1,1,1,1
220,FRN,696,UAE,,1,1,0,1,1,1,1,1
220,FRN,698,OMA,,1,1,1,1,1,1,1,1
220,FRN,700,AFG,1,1,1,0,0,1,1,1,1
220,FRN,701,TKM,,,,,,1,1,1,1
220,FRN,702,TAJ,,,,,,0,0,1,1
220,FRN,703,KYR,,,,,,0,0,0,0
220,FRN,704,UZB,,,,,,1,1,1,1
220,FRN,705,KZK,,,,,,1,1,1,1
220,FRN,710,CHN,1,1,1,1,1,1,1,1,1
220,FRN,712,MON,0,0,1,0,0,1,1,1,1
220,FRN,713,TAW,0,0,0,0,0,0,0,0,0
220,FRN,731,PRK,0,0,0,0,0,0,0,0,0
220,FRN,732,ROK,1,1,1,1,1,1,1,1,1
220,FRN,740,JPN,1,0,1,1,1,1,1,1,1
220,FRN,750,IND,1,1,1,0,1,1,1,1,1
220,FRN,760,BHU,0,0,0,0,0,0,0,0,0
220,FRN,770,PAK,1,1,1,1,1,1,1,1,1
220,FRN,771,BNG,,1,1,1,1,1,1,1,1
220,FRN,775,MYA,1,0,1,1,1,1,1,1,1
220,FRN,780,SRI,1,1,1,1,1,1,1,1,1
220,FRN,781,MAD,0,0,0,0,0,0,0,0,0
220,FRN,790,NEP,1,1,1,1,1,1,1,1,1
220,FRN,800,THI,1,1,1,1,1,1,1,1,1
220,FRN,811,CAM,0,0,0,0,0,1,1,1,1
220,FRN,812,LAO,1,1,0,1,1,1,1,1,1
220,FRN,816,DRV,0,,1,1,1,1,1,1,1
220,FRN,817,RVN,0,,,,,,,,
220,FRN,820,MAL,0,1,1,1,1,1,1,1,1
220,FRN,830,SIN,1,1,1,1,1,1,1,1,1
220,FRN,835,BRU,,,0,0,1,1,1,1,1
220,FRN,840,PHI,1,1,1,1,1,1,1,1,1
220,FRN,850,INS,1,1,1,1,1,1,1,1,1
220,FRN,860,ETM,,,,,,,,0,0
220,FRN,900,AUL,1,1,1,1,1,1,1,1,1
220,FRN,910,PNG,,0,0,1,1,1,1,1,1
220,FRN,920,NEW,1,1,1,1,1,1,1,1,1
220,FRN,935,VAN,,,,1,0,1,1,1,1
220,FRN,940,SOL,,,0,0,0,0,0,0,0
220,FRN,946,KIR,,,,,,0,0,0,0
220,FRN,947,TUV,,,,,,0,0,0,0
220,FRN,950,FIJ,,0,0,1,1,1,1,1,1
220,FRN,955,TON,,,,,,0,0,0,0
220,FRN,970,NAU,,,,,,0,0,0,0
220,FRN,983,MSI,,,,,0,0,0,0,0
220,FRN,986,PAL,,,,,,0,0,0,0
220,FRN,987,FSM,,,,,0,0,0,0,0
220,FRN,990,WSM,0,1,0,0,0,0,0,0,0
225,SWZ,2,USA,1,1,1,1,1,1,1,1,1
225,SWZ,20,CAN,1,1,1,1,1,1,1,1,1
225,SWZ,31,BHM,,0,0,0,0,0,0,0,0
225,SWZ,40,CUB,1,1,1,1,1,1,1,1,1
225,SWZ,41,HAI,0,0,0,0,0,0,0,0,0
225,SWZ,42,DOM,0,0,0,0,0,0,0,0,1
225,SWZ,51,JAM,0,0,0,0,0,0,0,0,0
225,SWZ,52,TRI,0,0,0,0,0,0,0,0,0
225,SWZ,53,BAR,0,0,0,0,0,0,0,0,0
225,SWZ,54,DMA,,,0,0,0,0,0,0,0
225,SWZ,55,GRN,,0,0,0,0,0,0,0,0
225,SWZ,56,SLU,,,0,0,0,0,0,0,0
225,SWZ,57,SVG,,,0,0,0,0,0,0,0
225,SWZ,58,AAB,,,,0,0,0,0,0,0
225,SWZ,60,SKN,,,,0,0,0,0,0,0
225,SWZ,70,MEX,1,1,1,1,1,1,1,1,1
225,SWZ,80,BLZ,,,,0,0,0,0,0,0
225,SWZ,90,GUA,1,1,1,0,1,1,1,1,1
225,SWZ,91,HON,0,0,0,0,0,0,0,0,0
225,SWZ,92,SAL,0,0,0,0,0,0,0,0,0
225,SWZ,93,NIC,0,0,0,0,0,0,0,0,0
225,SWZ,94,COS,0,0,1,0,1,1,1,1,1
225,SWZ,95,PAN,0,0,0,0,1,0,0,0,0
225,SWZ,100,COL,1,1,1,1,1,1,1,1,1
225,SWZ,101,VEN,1,1,1,1,1,1,1,1,1
225,SWZ,110,GUY,0,0,0,0,0,0,0,0,0
225,SWZ,115,SUR,,,0,0,0,0,0,0,0
225,SWZ,130,ECU,1,1,0,0,0,1,1,1,1
225,SWZ,135,PER,1,1,1,1,1,1,1,1,1
225,SWZ,140,BRA,1,1,1,1,1,1,1,1,1
225,SWZ,145,BOL,0,1,1,1,0,0,0,0,1
225,SWZ,150,PAR,0,0,0,0,0,1,1,1,1
225,SWZ,155,CHL,1,1,1,1,1,1,1,1,1
225,SWZ,160,ARG,1,1,1,1,1,1,1,1,1
225,SWZ,165,URU,1,0,1,1,1,1,1,0,1
225,SWZ,200,UKG,0,1,1,1,1,1,1,1,1
225,SWZ,205,IRE,1,1,1,1,1,1,1,1,1
225,SWZ,210,NTH,1,1,1,1,1,1,1,1,1
225,SWZ,211,BEL,1,1,1,1,1,1,1,1,1
225,SWZ,212,LUX,0,1,1,1,0,1,1,1,1
225,SWZ,220,FRN,1,0,1,1,1,1,1,1,1
225,SWZ,230,SPN,1,1,1,1,1,1,1,1,1
225,SWZ,235,POR,1,0,1,1,1,1,1,1,1
225,SWZ,255,GMY,,,,,,1,1,1,1
225,SWZ,260,GFR,1,1,1,1,1,,,,
225,SWZ,265,GDR,0,1,1,1,1,,,,
225,SWZ,290,POL,1,1,1,1,1,1,1,1,1
225,SWZ,305,AUS,1,1,1,1,1,0,0,1,1
225,SWZ,310,HUN,1,1,1,1,1,1,1,1,1
225,SWZ,315,CZE,1,1,1,0,1,,,,
225,SWZ,316,CZR,,,,,,1,1,1,1
225,SWZ,317,SLO,,,,,,0,0,1,1
225,SWZ,325,ITA,1,1,1,1,1,1,1,1,1
225,SWZ,338,MLT,0,0,0,0,0,0,0,0,0
225,SWZ,339,ALB,0,0,0,0,0,1,1,1,1
225,SWZ,341,MNG,,,,,,,,,0
225,SWZ,343,MAC,,,,,,0,0,1,1
225,SWZ,344,CRO,,,,,,1,1,1,1
225,SWZ,345,YUG,1,1,1,1,1,0,0,0,1
225,SWZ,346,BOS,,,,,,1,1,1,1
225,SWZ,347,KOS,,,,,,,,,1
225,SWZ,349,SLV,,,,,,0,0,1,1
225,SWZ,350,GRC,1,1,1,1,1,1,1,1,1
225,SWZ,352,CYP,0,0,0,0,0,0,0,0,0
225,SWZ,355,BUL,1,1,1,1,0,1,1,1,1
225,SWZ,359,MLD,,,,,,0,0,0,0
225,SWZ,360,ROM,1,1,1,1,1,1,1,1,1
225,SWZ,365,RUS,1,1,1,1,1,1,1,1,1
225,SWZ,366,EST,,,,,,0,0,0,0
225,SWZ,367,LAT,,,,,,1,1,1,1
225,SWZ,368,LIT,,,,,,0,0,0,0
225,SWZ,369,UKR,,,,,,1,1,1,1
225,SWZ,370,BLR,,,,,,0,0,0,0
225,SWZ,371,ARM,,,,,,0,0,0,0
225,SWZ,372,GRG,,,,,,0,0,0,1
225,SWZ,373,AZE,,,,,,0,0,0,1
225,SWZ,375,FIN,1,1,1,1,1,1,1,1,1
225,SWZ,380,SWD,1,1,1,1,1,1,1,1,1
225,SWZ,385,NOR,1,1,1,1,1,1,1,1,1
225,SWZ,390,DEN,1,1,1,1,1,1,1,1,1
225,SWZ,395,ICE,0,0,0,0,0,0,0,0,0
225,SWZ,402,CAP,,,0,0,0,0,0,0,0
225,SWZ,403,STP,,,0,0,0,0,0,0,0
225,SWZ,404,GNB,,0,0,0,0,0,0,0,0
225,SWZ,411,EQG,0,0,0,0,0,0,0,0,0
225,SWZ,420,GAM,0,0,0,0,0,0,0,0,0
225,SWZ,432,MLI,0,0,0,0,0,0,0,0,0
225,SWZ,433,SEN,1,1,1,1,1,1,1,1,1
225,SWZ,434,BEN,0,0,0,0,0,0,0,0,0
225,SWZ,435,MAA,0,0,0,0,0,0,0,0,0
225,SWZ,436,NIR,0,0,0,0,0,0,0,0,0
225,SWZ,437,CDI,1,1,1,1,1,1,1,1,1
225,SWZ,438,GUI,0,0,0,0,1,0,0,0,0
225,SWZ,439,BFO,0,0,0,0,0,0,0,0,0
225,SWZ,450,LBR,0,0,0,0,0,0,0,0,0
225,SWZ,451,SIE,0,0,0,0,0,0,0,0,0
225,SWZ,452,GHA,1,1,1,1,1,1,1,1,1
225,SWZ,461,TOG,0,0,0,0,0,0,0,0,0
225,SWZ,471,CAO,0,0,0,1,1,0,0,0,1
225,SWZ,475,NIG,1,1,1,1,1,1,1,1,1
225,SWZ,481,GAB,0,0,0,0,0,0,0,0,0
225,SWZ,482,CEN,0,0,0,0,0,0,0,0,0
225,SWZ,483,CHA,0,0,0,0,0,0,0,0,0
225,SWZ,484,CON,0,0,0,0,0,0,0,0,0
225,SWZ,490,DRC,1,1,1,1,1,0,0,0,1
225,SWZ,500,UGA,0,0,0,0,0,0,0,0,0
225,SWZ,501,KEN,1,1,1,1,1,1,1,1,1
225,SWZ,510,TAZ,1,1,1,1,1,1,1,1,1
225,SWZ,516,BUI,0,1,0,0,0,0,0,0,0
225,SWZ,517,RWA,0,1,0,0,0,0,0,0,0
225,SWZ,520,SOM,0,0,0,0,0,0,0,0,0
225,SWZ,522,DJI,,,0,0,0,0,0,0,0
225,SWZ,530,ETH,1,1,1,1,1,1,1,1,1
225,SWZ,531,ERI,,,,,,0,0,0,0
225,SWZ,540,ANG,,0,0,1,0,0,0,0,0
225,SWZ,541,MZM,,0,0,0,0,0,0,1,1
225,SWZ,551,ZAM,0,0,0,0,0,0,0,0,0
225,SWZ,552,ZIM,,0,0,0,1,1,1,1,1
225,SWZ,553,MAW,0,0,0,0,0,0,0,0,0
225,SWZ,560,SAF,1,1,1,1,1,1,1,1,1
225,SWZ,565,NAM,,,,0,0,0,0,0,0
225,SWZ,570,LES,0,0,0,0,0,0,0,0,0
225,SWZ,571,BOT,0,0,0,0,0,0,0,0,0
225,SWZ,572,SWA,0,0,0,0,0,0,0,0,0
225,SWZ,580,MAG,0,1,0,0,0,0,0,0,1
225,SWZ,581,COM,,0,0,0,0,0,0,0,0
225,SWZ,590,MAS,0,0,0,0,0,0,0,0,0
225,SWZ,591,SEY,,,0,0,0,0,0,0,0
225,SWZ,600,MOR,1,1,1,1,1,1,1,1,1
225,SWZ,615,ALG,1,1,1,1,1,1,1,1,1
225,SWZ,616,TUN,0,1,1,1,1,1,1,1,1
225,SWZ,620,LIB,0,0,0,0,0,1,1,1,1
225,SWZ,625,SUD,1,1,0,1,1,1,1,0,1
225,SWZ,630,IRN,1,1,1,1,1,1,1,1,1
225,SWZ,640,TUR,1,1,1,1,1,1,1,1,1
225,SWZ,645,IRQ,1,1,1,1,1,0,0,0,0
225,SWZ,651,EGY,1,1,1,1,1,1,1,1,1
225,SWZ,652,SYR,1,1,1,1,1,1,1,1,0
225,SWZ,660,LEB,1,1,1,0,0,1,1,1,1
225,SWZ,663,JOR,0,1,1,1,1,1,1,1,1
225,SWZ,666,ISR,1,1,1,1,1,1,1,1,1
225,SWZ,670,SAU,1,1,1,1,1,1,1,1,1
225,SWZ,678,YAR,0,0,0,0,0,,,,
225,SWZ,679,YEM,,,,,,0,0,0,0
225,SWZ,680,YPR,0,0,0,0,0,,,,
225,SWZ,690,KUW,0,0,1,0,1,1,1,1,1
225,SWZ,692,BAH,,0,0,0,0,0,0,0,0
225,SWZ,694,QAT,,0,0,0,0,0,0,0,0
225,SWZ,696,UAE,,0,0,0,1,1,1,1,1
225,SWZ,698,OMA,,0,0,0,0,0,0,0,0
225,SWZ,700,AFG,0,0,0,0,0,0,0,0,0
225,SWZ,701,TKM,,,,,,1,1,0,0
225,SWZ,702,TAJ,,,,,,0,0,0,0
225,SWZ,703,KYR,,,,,,0,0,0,0
225,SWZ,704,UZB,,,,,,1,1,1,1
225,SWZ,705,KZK,,,,,,0,0,0,1
225,SWZ,710,CHN,1,1,1,1,1,1,1,1,1
225,SWZ,712,MON,0,0,0,0,0,0,0,0,0
225,SWZ,713,TAW,0,0,0,0,0,0,0,0,0
225,SWZ,731,PRK,0,0,0,0,0,0,0,0,0
225,SWZ,732,ROK,0,1,0,1,0,1,1,1,1
225,SWZ,740,JPN,1,1,1,1,1,1,1,1,1
225,SWZ,750,IND,1,1,1,1,1,1,1,1,1
225,SWZ,760,BHU,0,0,0,0,0,0,0,0,0
225,SWZ,770,PAK,0,1,1,1,1,1,1,1,1
225,SWZ,771,BNG,,0,0,0,0,0,0,0,1
225,SWZ,775,MYA,0,0,0,0,0,0,0,0,0
225,SWZ,780,SRI,1,0,0,0,1,1,1,1,1
225,SWZ,781,MAD,0,0,0,0,0,0,0,0,0
225,SWZ,790,NEP,0,0,0,0,0,0,0,0,1
225,SWZ,800,THI,1,1,1,1,1,1,1,1,1
225,SWZ,811,CAM,0,0,0,0,0,0,0,0,0
225,SWZ,812,LAO,0,0,0,0,0,0,0,0,0
225,SWZ,816,DRV,0,,1,0,0,1,1,1,1
225,SWZ,817,RVN,0,,,,,,,,
225,SWZ,820,MAL,0,1,1,1,1,1,1,1,1
225,SWZ,830,SIN,0,0,0,0,1,1,1,1,1
225,SWZ,835,BRU,,,0,0,0,0,0,0,0
225,SWZ,840,PHI,1,0,1,1,1,1,1,1,1
225,SWZ,850,INS,0,1,1,1,1,1,1,1,1
225,SWZ,860,ETM,,,,,,,,0,0
225,SWZ,900,AUL,1,1,1,1,1,1,1,1,1
225,SWZ,910,PNG,,0,0,0,0,0,0,0,0
225,SWZ,920,NEW,1,0,0,0,0,0,0,1,1
225,SWZ,935,VAN,,,,0,0,0,0,0,0
225,SWZ,940,SOL,,,0,0,0,0,0,0,0
225,SWZ,946,KIR,,,,,,0,0,0,0
225,SWZ,947,TUV,,,,,,0,0,0,0
225,SWZ,950,FIJ,,0,0,0,0,0,0,0,0
225,SWZ,955,TON,,,,,,0,0,0,0
225,SWZ,970,NAU,,,,,,0,0,0,0
225,SWZ,983,MSI,,,,,0,0,0,0,0
225,SWZ,986,PAL,,,,,,0,0,0,0
225,SWZ,987,FSM,,,,,0,0,0,0,0
225,SWZ,990,WSM,0,0,0,0,0,0,0,0,0
230,SPN,2,USA,1,1,1,1,1,1,1,1,1
230,SPN,20,CAN,1,1,1,1,1,1,1,1,1
230,SPN,31,BHM,,0,0,0,0,0,0,0,0
